Unnamed: 0,subject,age_class,arousal,general_arousal,valence,context,context_complet,context_general,file,Playback,negative_high,negative_low,positive_high,positive_low,total,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,valence_arousal,UMAP_1,UMAP_2,UMAP_3,UMAP_2D_1,UMAP_2D_2,has_audio,has_image,general_arousal_refined,valence_refined,valence_arousal_refined
28,Kumbuka,Adult,high,high,positive,Pre/start-feeding,Pre-feeding,Food,S4_Call695_Kumbuka.wav,No,,,,,0,-14.096567381665285,-5.467320792972704,12.011072781513963,-5.303463000051071,2.6371474823428382,2.1158142330661645,2.0940012796645147,4.031356097003551,-2.536374572114827,0.0478390478787336,-1.3368698934776737,-4.583056179591978,0.5787794244966092,0.2553327812348081,-1.1361008660045582,-0.3727483345366913,1.1049857899329645,2.479583198359522,-1.624576401796637,-4.598293766904716,positive_high,4.76704,4.367154,1.4567666,1.5019099,2.3025098,False,False,high,positive,positive_high
29,Habari,Juvenile,high,low,positive,Change in environment,Room_shift,Room_shift,S1_Call219_Habari.wav,No,,,,,0,22.31957334026444,-1.2120143847425644,1.341367181609288,1.2639876920716802,0.2319122587238388,1.7877773329314046,1.7971050161658455,1.914381416499557,-1.050166859486045,1.5322456650791494,1.6231081734036106,0.5711676670087515,0.1626405752264049,1.318622178386447,2.136035255883338,0.7218703260269731,-1.757428020035566,1.957664263583646,-1.390078602686993,0.8443840719071138,positive_high,2.9199178,4.6358886,0.7076382,-0.6308738,2.3852189,False,False,low,positive,positive_high
31,Djanoa,Adult,high,low,positive,Change in environment,Room_shift,Room_shift,S2_Call220_Djanoa.wav,No,,,,,0,-4.5839265333598895,-6.93001546299559,-2.2596385324106794,-0.0216404722746339,0.5897371836458364,2.613624961707842,6.0202001083173915,0.717257797065966,-1.4343038939551145,-0.2505007456502968,0.0963859138079367,-2.4137699219756734,-0.7847604694730925,0.424707555097695,-0.25207542869102,-0.4786773611161582,-0.849682730536075,-0.1063316951688577,-0.2432168639224698,-0.3059596014714085,positive_high,3.2376108,5.3733087,0.58136797,-1.1459876,2.5775201,False,False,low,positive,positive_high
32,Loto,Infant,very high,high,negative,Tantrum,Tantrum,Tantrum,S9_Call2059_Loto.wav,No,,,,,0,3.431392952745699,-0.6870288179824925,-9.02382060604201,-3.0065398097319997,-0.8180913958565934,-0.1464402835434181,4.835554425587729,-1.1170558204512364,-2.700630987475208,-0.3548687090818934,-0.7461342616340507,-0.1012200279658559,-1.1494365055198812,0.7058824682983893,-1.2984224007227223,-1.7047776531572307,-0.6080833139883488,-0.0187845144450733,0.1036638661779683,-0.5370203982775128,negative_very high,2.6077626,7.403409,-0.94307,-4.2099547,3.3135996,False,False,high,negative,negative_high
33,Kumbuka,Adult,high,high,positive,Pre/start-feeding,Pre-feeding,Food,S4_Call1491_Kumbuka.wav,No,,,,,0,-9.76614517093254,-9.61486587607482,2.1066110896897015,1.0270463460784005,1.2029894142209605,-2.3686386124731333,-1.6686246648981695,1.7627010562219858,2.945893573662841,0.7815264550890704,-3.1769150315311045,1.7225827932958544,-1.640212520916794,-1.286896585316786,0.9669174427569106,0.4611254410839503,-2.558198355287161,-0.7275302469262368,-1.5361498324059484,0.8630283368018878,positive_high,3.1885276,4.6904902,0.25696588,-0.73597217,1.6968111,False,False,high,positive,positive_high
34,Zamba,Adult,low,low,positive,Contact-general,Contact,Contact,S1_Call1106_Zamba.wav,Yes,5.36,28.57,12.5,53.57,0,0.0151842869663857,5.012889285331376,1.307139884856614,4.167030297505961,3.14745425796138,-3.770056834179697,0.9817868195486285,0.3307782974137273,0.2818809984617341,-0.6243255534121683,-1.6992723309522026,4.0818284733217585,-3.882391873626908,-2.5988766261232663,0.4833511725402201,0.4365751790959548,-0.0769758383578149,-2.0561363970916937,2.2493001223112734,-5.316473826656884,positive_low,3.2981153,1.9149729,5.2314806,3.1124349,5.9708686,True,True,low,positive,positive_low
35,Vifijo,Adult,low,low,negative,Beg,Foraging,Food,Call394_Vifijo.wav,Yes,33.33,11.67,45.0,10.0,55,-29.782740322221382,10.526149055586886,3.4939876440024364,4.149575834376208,2.694682797765406,-1.0614108078669853,-3.0778329540130773,-4.645555716234517,-1.0835112032120358,-2.076712963990401,-0.2220638640217597,-1.4654282214393446,6.356203129529081,1.3196999189331076,0.9889456192423308,3.0678612932647353,1.757402081857628,-0.93632569755686,0.405229114646097,1.236003889182939,negative_low,4.521362,4.376757,4.9733276,4.5807943,3.7967238,True,True,low,negative,negative_low
36,Zamba,Adult,high,high,negative,Aggression-Aggressor,Agonistic_aggressor,Agonistic,S5_Call1209_Zamba.wav,No,,,,,0,7.592448675531354,0.9015406987587083,4.096536825517514,-2.999471597041549,-5.955432400779283,0.7746614543717207,0.903660333213946,-0.8071986812139271,4.2156979924177325,1.1970758140903337,1.7807746861272582,-1.6575053891135618,-0.2248051323619391,-1.6861171249107327,3.404129781680086,1.416957944301375,-1.5694204326699113,-2.7939464127503526,-3.0269902121971395,-1.9498355365786977,negative_high,4.5755634,3.8153458,1.7864211,1.5699394,1.2661524,False,False,high,negative,negative_high
37,Vifijo,Adult,low,low,negative,Beg,Foraging,Food,S1_Call239_Vifijo.wav,No,,,,,0,-17.76190992961896,11.471767185110984,1.074157707479604,3.7120045577314738,1.727613208698585,0.3528798213459495,0.7679438267249626,-0.666816988830264,-1.925848042991114,-0.9042213768412964,-4.940213932824998,2.7647667270040466,1.3472983426124563,0.0392669750544159,2.7876549005549274,-1.0567651731750012,1.10343315817531,1.6894271313939475,-1.138778408240224,-0.1867968675117408,negative_low,3.5033865,3.2824986,5.5533977,4.2372494,5.3778067,False,False,low,negative,negative_low
38,Kelele,Infant,high,high,positive,Pre/start-feeding,Pre-feeding,Food,S2_Call2142_Kelele.wav,No,,,,,0,-13.73005843063506,-4.0707540053232485,-5.595615647087684,5.544967984158767,0.9290389547148618,2.8001846267672597,-5.738032578673973,0.3354607708886378,1.2163951856865187,-0.0379591899640408,-2.595502399938115,1.238041025053442,-0.5699464420446888,-1.7743474557359646,0.0628144860088381,0.0615846047389792,-1.317369839888445,0.8873016259902923,2.054807136425868,0.0257918911250578,positive_very high,3.15168,5.4615636,-1.2441067,-3.1141138,1.2910792,False,False,high,positive,positive_high
39,Daniela,Adult,low,low,positive,Contact-general,Contact,Contact,Call1586_Daniela_9.wav,No,,,,,0,-19.12180819146162,8.74597947703816,-1.50036408739342,1.9341759764852844,0.0578344450246413,1.627726605847747,4.442001791839363,-2.0714309944831326,0.3601402539386021,0.8743856273930332,-1.5245777484554797,3.2939900669764266,-5.020558696851577,-3.0055727215170327,-2.3689368398974944,-1.2272438914881325,3.624022099179274,-2.460526804539374,1.7511649993276337,0.4780228543738638,positive_low,3.3935575,1.7833859,4.7485065,2.7917411,5.885159,False,False,low,positive,positive_low
